Tag,VideoName,VideoNumber,Plays,Total Videos,
Wetenschap en onderzoek,Nieuw laboratorium voor bodem- en gewasonderzoek,141143,4,26,
Wetenschap en onderzoek,Nieuwe afdeling van het Kamerlingh Onnes laboratorium in gebruik genomen,141172,6,26,
Wetenschap en onderzoek,Vroege aardbeien door bestraling met neonlicht,141203,9,26,
Wetenschap en onderzoek,Lord Beveridge promoveert te Rotterdam tot doctor honoris causa in de economische wetenschappen,141236,5,26,
Wetenschap en onderzoek,Nieuw laboratorium voor olie-onderzoek in Rijswijk,141259,8,26,
Wetenschap en onderzoek,Padden op pad naar bruiloftsplaats; biologisch onderzoek in Overveen,141288,8,26,
Wetenschap en onderzoek,Stichting Wetenschappelijk Onderzoek Verkeersveiligheid (SWOV),141394,4,26,
Wetenschap en onderzoek,Landelijke manifestatie van de stichting 'Jonge Onderzoekers',141368,6,26,
Wetenschap en onderzoek,In Katwijk worden de golven gemeten,141346,10,26,
Wetenschap en onderzoek,Nieuw zeegangslaboratorium in Wageningen,141321,11,26,
Wetenschap en onderzoek,Schimmel-instituut Baarn,148966,12,26,
Leiden,,,,0,
before,Before Sleep,139593,6,1,
sleep; ross; whyte,Before Sleep,139593,6,1,
orphans,Before Sleep,139593,6,1,
ross,Before Sleep,139593,6,1,
whyte,Before Sleep,139593,6,1,
zee,,,,0,
uitvindingen,De stoomfiets-uitvinding van de heren Gordijn,148241,12,21,
uitvindingen,Proefnemingen met de Flettner rotor,148274,14,21,
uitvindingen,'Doe-het-zelf'-waterskiën; dankzij de zgn. ski-scooter,148304,12,21,
uitvindingen,Het werk van de vereniging 'Het Nederlandse Blindenwezen',148330,5,21,
uitvindingen,Nieuwe elektrische auto,148604,14,21,
uitvindingen,Demonstratie met een zeilpropellor,148742,13,21,
uitvindingen,1 km trappen; 4 km vrijwielen,148769,13,21,
uitvindingen,Demonstratie met de slibzandduikinrichting,148798,11,21,
uitvindingen,Nieuwe poging van de heer Veraart om regen te maken,149028,7,21,
uitvindingen,Demonstratie onkantelbare reddingsboot,149096,11,21,
uitvindingen,Demonstratie Michelin auto-trein,149143,14,21,
uitvindingen,De stroomlijnfiets,149238,14,21,
uitvindingen,Demonstratie van trainingstoestel voor voetballers,149271,2,21,
uitvindingen,Een nieuwe uitvinding: fietsen met benen en armen,149301,14,21,
uitvindingen,Demonstratie met de nieuwste terreintrekker,149333,8,21,
uitvindingen,Nieuwe vinding op rijwielgebied,149360,12,21,
uitvindingen,De volautomatische ploeg,149391,13,21,
uitvindingen,Nieuw revolutionair hulpmiddel voor blinden,149421,14,21,
uitvindingen,Auto's op brongas,149450,13,21,
uitvindingen,Nieuwe goudlegeringen voor trouwringen,149061,8,21,
uitvindingen,C.J. Stoete demonstreert met een mechanische zeilpropellor,655033,0,21,
EUscreen,Het REM-eiland vordert,23685,29,59,
EUscreen,Presentatie van de beeldplaat,23223,34,59,
EUscreen,Kabinetscrisis,24042,16,59,
EUscreen,De televisiezender bijna gereed,22180,32,59,
EUscreen,De Firato,155409,13,59,
EUscreen,Schilderen antenne televiezender,155433,6,59,
EUscreen,TV-toren,155458,5,59,
EUscreen,Spel Zonder Grenzen,155482,9,59,
EUscreen,Mastklimmen in Lopik,155508,9,59,
EUscreen,Vlieg er eens uit,155532,9,59,
EUscreen,Uitreiking TV Prijs 1961,155559,6,59,
EUscreen,Bouw van de televisiemast bij Lopik,155589,9,59,
EUscreen,Brand in televisiestudio,155623,9,59,
EUscreen,Catalonia Clips,157608,2,59,
EUscreen,Catalonia Clips,157630,4,59,
EUscreen,Catalonia Clips,157665,1,59,
EUscreen,Catalonia Clips,157673,12,59,
EUscreen,Catalonia Clips,157689,3,59,
EUscreen,Catalonia Clips,157721,6,59,
EUscreen,Catalonia Clips,157760,2,59,
EUscreen,Catalonia Clips,157771,2,59,
EUscreen,Catalonia Clips,157778,4,59,
EUscreen,Catalonia Clips,158006,5,59,
EUscreen,Catalonia Clips,157996,4,59,
EUscreen,Bikini during the day and at night,158058,10,59,
EUscreen,Fashion at Palazzo Pitti,158084,5,59,
EUscreen,Gentlemen's hairdresser is the last fashion,158107,8,59,
EUscreen,Reactions of public opinions to some sensational press news,158161,3,59,
EUscreen,Roman gastronomical itineraries,158203,2,59,
EUscreen,Cape Canaveral: launch of the "Telstar" satellite; which will allow the transmission of images from United States to Europe,158223,7,59,
EUscreen,Festival of Rock and Roll in a Roman club,158182,9,59,
EUscreen,Tragedy of Hungary,158250,8,59,
EUscreen,Wives’ school,158269,8,59,
EUscreen,Zin en onzin van het gezin,158441,10,59,
EUscreen,Zigeuners opgejaagd; maar niet door de wind,158452,7,59,
EUscreen,Paratroepen naar Congo,158480,11,59,
EUscreen,Meisjes van het regiment,158497,11,59,
EUscreen,De zon schijnt in 't water,158921,12,59,
EUscreen,Hoe wordt men mannequin?,158932,10,59,
EUscreen,Werken autostrade Brussel - Oostende,158957,6,59,
EUscreen,De vrouw en de auto,158982,11,59,
EUscreen,De Schelde,158995,6,59,
EUscreen,Containerhaven Zeebrugge/Blankenberge/Antwerpen,159017,8,59,
EUscreen,Plechtige communie,159027,7,59,
EUscreen,Tentoonstelling chirurgisch materiaal te Knokke,159036,3,59,
EUscreen,Opening TV salon in Antwerpen,159048,8,59,
EUscreen,New York: speeches delivered by Krushev and Eisenhower in front of UN representatives,158130,4,59,
EUscreen,150 jaar België,159055,10,59,
EUscreen,Een dag aan zee,159491,11,59,
EUscreen,Agriculture in the Hortobágy National Park,161717,6,59,
EUscreen,Is Budapest a livable; evolving city?,161755,3,59,
EUscreen,Ecorope: for cleaner cities,161748,1,59,
EUscreen,Water; water; clean water,161809,9,59,
EUscreen,Noon bell,162294,10,59,
EUscreen,Piroska Kovács; Winner of Europa Nostra Awards 2012,162319,8,59,
EUscreen,Talk on being Hungarian,162344,3,59,
EUscreen,The battle of Szolnok,162364,8,59,
EUscreen,"The Greatest of Hungarians": István Széchenyi (1791-1860),162411,9,59,
EUscreen,The first TV Teddy Bear on the screen,163568,12,59,
milieuvriendelijk,Een kijkje bij de kleinschalige onderneming,15581,15,1,
Paardensport,Sport: paardenrennen,9052,21,1,
Rosso,Fra cervello e movimento: Rosso 1/7,134989,5,7,
Rosso,Fra cervello e movimento: Rosso 2/7,135013,3,7,
Rosso,Fra cervello e movimento: Rosso 3/7,135044,3,7,
Rosso,Fra cervello e movimento: Rosso 4/7,135051,2,7,
Rosso,Fra cervello e movimento: Rosso 5/7,135058,3,7,
Rosso,Fra cervello e movimento: Rosso 6/7,135082,4,7,
Rosso,Fra cervello e movimento: Rosso 7/7,604324,4,7,
Bianco,Fra Cervello e Movimento: Bianco 1/5,152477,7,5,
Bianco,Fra Cervello e Movimento: Bianco 5/5,152535,4,5,
Bianco,Fra Cervello e Movimento: Bianco 2/5,152462,1,5,
Bianco,Fra Cervello e Movimento: Bianco 3/5,152459,2,5,
Bianco,Fra Cervello e Movimento: Bianco 4/5,152561,6,5,
DPT,Double Points: Two 6/6,162470,9,6,
DPT,Double Points: Two 2/6,162422,6,6,
DPT,Double Points: Two 5/6,162462,8,6,
DPT,Double Points: Two 3/6,162444,8,6,
DPT,Double Points: Two 1/6,162429,10,6,
DPT,Double Points: Two 4/6,162459,6,6,
Miljoenennota,FIN-180912-3681a_hd,165783,3,2,
Miljoenennota,FIN-180912-3684_hd,165880,5,2,
Persconferentie,FIN-180912-3681a_hd,165783,3,1,
2013,FIN-180912-3681a_hd,165783,3,1,
Jan Kees de Jager,FIN-180912-3681a_hd,165783,3,2,
Jan Kees de Jager,FIN-180912-3684_hd,165880,5,2,
Norbert Braakhuis,BUZA-070908-642,165763,4,1,
Afrikamuseum,BUZA-070908-642,165763,4,1,
ambassadeur,BUZA-070908-642,165763,4,1,
Ministerie van Buitenlandse Zaken,BUZA-070908-642,165763,4,1,
Ministerie van Financiën,FIN-180912-3681a_hd,165783,3,2,
Ministerie van Financiën,FIN-180912-3684_hd,165880,5,2,
Afrika,BUZA-070908-642,165763,4,1,
Ineke Eisenburger,BUZA-070908-642,165763,4,1,
Abdoul Bour,BUZA-070908-642,165763,4,1,
Sudan,BUZA-070908-642,165763,4,1,
Zuid-Sudan,BUZA-070908-642,165763,4,1,
Rijksoverheid,FIN-180912-3681a_hd,165783,3,7,
Rijksoverheid,BUZA-070908-642,165763,4,7,
Rijksoverheid,BZK-250912-3675,165709,8,7,
Rijksoverheid,BZK-011012-3706,165598,4,7,
Rijksoverheid,ELenI-101012-3746_hd,165568,7,7,
Rijksoverheid,FIN-180912-3684_hd,165880,5,7,
Rijksoverheid,BZK-120912-3668_hd,165909,5,7,
Ministerie van Binnenlandse Zaken,BZK-250912-3675,165709,8,3,
Ministerie van Binnenlandse Zaken,BZK-011012-3706,165598,4,3,
Ministerie van Binnenlandse Zaken,BZK-120912-3668_hd,165909,5,3,
ACTA,BZK-250912-3675,165709,8,1,
broedplaats,BZK-250912-3675,165709,8,1,
Liesbeth Spies,BZK-250912-3675,165709,8,3,
Liesbeth Spies,BZK-011012-3706,165598,4,3,
Liesbeth Spies,BZK-120912-3668_hd,165909,5,3,
Ruben Verduin,BZK-250912-3675,165709,8,1,
Paulus de Wilt,BZK-250912-3675,165709,8,1,
Adviespunt Klokkenluiders,BZK-011012-3706,165598,4,1,
Klokkenluider,BZK-011012-3706,165598,4,1,
opening,BZK-011012-3706,165598,4,2,
opening,Cultureel centrum 't Turfschip,651507,1,2,
Martin van Pernis,BZK-011012-3706,165598,4,1,
Lydia Schut,BZK-011012-3706,165598,4,1,
Ministerie van Landbouw,ELenI-101012-3746_hd,165568,7,1,
Ministerie van Economische Zaken; Landbouw en Innovatie,ELenI-101012-3746_hd,165568,7,1,
insecten,ELenI-101012-3746_hd,165568,7,1,
educatief,ELenI-101012-3746_hd,165568,7,1,
Frans Kapteijns,ELenI-101012-3746_hd,165568,7,1,
boswachter,ELenI-101012-3746_hd,165568,7,1,
Saskia van Daalen,ELenI-101012-3746_hd,165568,7,1,
Kleine kanjers,ELenI-101012-3746_hd,165568,7,1,
Natuurmonumenten,ELenI-101012-3746_hd,165568,7,1,
Staatsbosbeheer,ELenI-101012-3746_hd,165568,7,1,
Tweede Kamer,FIN-180912-3684_hd,165880,5,1,
Gerdi Verbeet,FIN-180912-3684_hd,165880,5,1,
Prinsjesdag 2012,FIN-180912-3684_hd,165880,5,1,
Miljoenennota 2013,FIN-180912-3684_hd,165880,5,1,
koffertje,FIN-180912-3684_hd,165880,5,1,
begroting,FIN-180912-3684_hd,165880,5,1,
duplicate,BZK-120912-3668_hd,165889,2,1,
Vincent van der Steen,BZK-120912-3668_hd,165909,5,1,
stembiljet,BZK-120912-3668_hd,165909,5,1,
stemcomputer,BZK-120912-3668_hd,165909,5,1,
test,,,,0,
natuurbeelden,Meerkoet met jongen,164071,8,57,
natuurbeelden,Waterkeverlarve,170664,7,57,
natuurbeelden,Baltsende en parende kraanvogels,170687,11,57,
natuurbeelden,Havik met grote kuikens op nest,170710,9,57,
natuurbeelden,Sperwer met kuikens met beginnende veren op nest,170722,8,57,
natuurbeelden,Velduil op paal,170769,7,57,
natuurbeelden,Grauwe klauwier,170792,8,57,
natuurbeelden,Blauwe knoop met vlinders,170804,7,57,
natuurbeelden,Zonnedauw,170815,7,57,
natuurbeelden,Werkzaamheden in hoogveengebied,170858,3,57,
natuurbeelden,Das met jong,170887,8,57,
natuurbeelden,Eidereenden met kuikens en zeehonden,170901,7,57,
natuurbeelden,Close opnamen wolf,170951,7,57,
natuurbeelden,Duinvalleien op Texel,171156,5,57,
natuurbeelden,Hoogwater langs de IJssel,171181,9,57,
natuurbeelden,Bontbekplevieren,171192,7,57,
natuurbeelden,Grote spinkrab Oosterschelde,171227,10,57,
natuurbeelden,Kasteel Renswoude,171252,8,57,
natuurbeelden,Paddenstoelen in een beukenbos met een heksenkring,171275,6,57,
natuurbeelden,Luchtopnamen Afsluitdijk Noord-Holland,171287,10,57,
natuurbeelden,Kleine vuurvlinder,171332,6,57,
natuurbeelden,Korenwolf in graanveld,171343,11,57,
natuurbeelden,Zwemmende hazelworm,171368,11,57,
natuurbeelden,Hamsterpaar in burcht,171458,6,57,
natuurbeelden,Parende heikikkers in ven,171470,8,57,
natuurbeelden,IJslander paarden natuurgebied,171568,9,57,
natuurbeelden,Mosselvisserij en steenlopers,171577,7,57,
natuurbeelden,Jonge hamsters worden gezoogd,171610,5,57,
natuurbeelden,Parende ijsvogels,171623,8,57,
natuurbeelden,IJslandse grutto's,171644,3,57,
natuurbeelden,Parende watersnuffels (waterjuffers),171653,11,57,
natuurbeelden,Wespendief eet honingraat,171678,11,57,
natuurbeelden,Wespspin,171711,7,57,
natuurbeelden,Wilde zwijnen bij modderpoel,172150,8,57,
natuurbeelden,Wilde zwanen; kleine zwanen en knobbelzwanen,172170,11,57,
natuurbeelden,Wilde zwanen,172203,11,57,
natuurbeelden,Bonte strandlopers,172227,2,57,
natuurbeelden,Tweekleurige parelmoervlinder,172254,5,57,
natuurbeelden,Jonge wilde zwijnenbiggen,172279,4,57,
natuurbeelden,Lynx met konijn in bek,172321,5,57,
natuurbeelden,Rustende lynxen in bos,172347,8,57,
natuurbeelden,Landkaartje (vlinder),172362,8,57,
natuurbeelden,Adelaarsvaren in herfstbos,172375,6,57,
natuurbeelden,Eekhoorntjesbrood en vliegenzwammen,172448,6,57,
natuurbeelden,Luchtopnamen waddendijk bij Texel,172478,7,57,
natuurbeelden,Lepelaars met volgroeide jongen op het wad,172575,6,57,
natuurbeelden,Straaljager oefent boven Waddenzee,172588,11,57,
natuurbeelden,Luchtopnamen Schiermonnikoog-Rottumeroog,172626,6,57,
natuurbeelden,Luchtopnamen zeehonden op zandbanken,172651,11,57,
natuurbeelden,Opkomend tij op strand met zeepieren; kokkel en wier,172677,11,57,
natuurbeelden,Notenkraker,172692,10,57,
natuurbeelden,Raven op kadaver wild zwijn,172729,11,57,
natuurbeelden,Gaai en ekster,172742,9,57,
natuurbeelden,Gaaien zitten op een tak,172755,5,57,
natuurbeelden,Vrouwtje blauwe kiekendief,172783,11,57,
natuurbeelden,Jagende bruine kiekendief,172813,10,57,
natuurbeelden,Jong bruine kiekendieven op nest,172847,11,57,
zandvoort; circuit; grand prix; grote prijs; 1950,Autoraces te Zandvoort op 23 juli 1950,173414,0,1,
imagineic,Van Huis Uit: homevideo Aaden Geesaale en Faisa Caboli,177053,6,30,
imagineic,Van Huis Uit: homevideo Yvonne Haick,177030,7,30,
imagineic,Van Huis Uit: homevideo Ayyub Mohamedajoeb,177007,4,30,
imagineic,Van Huis Uit: homevideo Sergei en Olga Kotcherov,176985,5,30,
imagineic,Levensverhalen: Lima,175376,5,30,
imagineic,Levensverhalen: Kutluer,175334,7,30,
imagineic,Levensverhalen: Kooks,175313,8,30,
imagineic,Levensverhalen: Hammami,175299,9,30,
imagineic,Levensverhalen: Haas,175282,3,30,
imagineic,Levensverhalen: Bueno Bibaz,175234,6,30,
imagineic,Levensverhalen: Bektan,177325,5,30,
imagineic,Levensverhalen: Boualam,177348,5,30,
imagineic,Levensverhalen: Ocal,177360,6,30,
imagineic,Levensverhalen: Boujoufi,177370,9,30,
imagineic,Levensverhalen: Diaz,177481,3,30,
imagineic,Van Huis Uit: homevideo Gaby Rog en Eugene Simman,178976,4,30,
imagineic,Levensverhalen: Plaate,178913,4,30,
imagineic,Levensverhalen: Tarenskeen,177824,8,30,
imagineic,Levensverhalen: Wattimena,177805,8,30,
imagineic,Levensverhalen: Camoeiras,177458,1,30,
imagineic,Levensverhalen: Camoeiras,177467,1,30,
imagineic,Levensverhalen: Plaate,177509,5,30,
imagineic,Mijn God 1: Brigitte,624733,5,30,
imagineic,Mijn God 2: Sabri,624729,2,30,
imagineic,Mijn God 3: Ruben,624721,3,30,
imagineic,Mijn God 4: Rikko,624717,1,30,
imagineic,Mijn God 5: Laura,624713,5,30,
imagineic,Mijn God 6: Esra,624709,1,30,
imagineic,Mijn God 7: Faysal,624705,0,30,
imagineic,Mijn God 8: Dennis,624677,6,30,
vanhuisuit,Van Huis Uit: homevideo Gaby Rog en Eugene Simman,178976,4,5,
vanhuisuit,Van Huis Uit: homevideo Aaden Geesaale en Faisa Caboli,177053,6,5,
vanhuisuit,Van Huis Uit: homevideo Yvonne Haick,177030,7,5,
vanhuisuit,Van Huis Uit: homevideo Ayyub Mohamedajoeb,177007,4,5,
vanhuisuit,Van Huis Uit: homevideo Sergei en Olga Kotcherov,176985,5,5,
Camoeiras,Levensverhalen: Camoeiras,177458,1,2,
Camoeiras,Levensverhalen: Camoeiras,177467,1,2,
Plaate,Levensverhalen: Plaate,178913,4,2,
Plaate,Levensverhalen: Plaate,177509,5,2,
conjuntodinero,Conjunto di NERO 02/13,136450,6,13,
conjuntodinero,Conjunto di NERO 03/13,136454,4,13,
conjuntodinero,Conjunto di NERO 04/13,136463,3,13,
conjuntodinero,Conjunto di NERO 05/13,136482,2,13,
conjuntodinero,Conjunto di NERO 06/13,136491,2,13,
conjuntodinero,Conjunto di NERO 07/13,136500,3,13,
conjuntodinero,Conjunto di NERO 08/13,136504,2,13,
conjuntodinero,Conjunto di NERO 09/13,136525,2,13,
conjuntodinero,Conjunto di NERO 10/13,136548,4,13,
conjuntodinero,Conjunto di NERO 11/13,136557,2,13,
conjuntodinero,Conjunto di NERO 12/13,136578,3,13,
conjuntodinero,Conjunto di NERO 13/13,136585,4,13,
conjuntodinero,Conjunto di NERO 01/13,136441,2,13,
conj,,,,0,
DPB,Double Points: Bertha 2/6,161968,0,6,
DPB,Double Points: Bertha 1/6,161960,4,6,
DPB,Double Points: Bertha 3/6,161981,5,6,
DPB,Double Points: Bertha 4/6,162003,8,6,
DPB,Double Points: Bertha 5/6,162007,4,6,
DPB,Double Points: Bertha 6/6,162010,5,6,
doublepointsbertha,Double Points: Bertha 2/6,161968,0,6,
doublepointsbertha,Double Points: Bertha 1/6,161960,4,6,
doublepointsbertha,Double Points: Bertha 3/6,161981,5,6,
doublepointsbertha,Double Points: Bertha 4/6,162003,8,6,
doublepointsbertha,Double Points: Bertha 5/6,162007,4,6,
doublepointsbertha,Double Points: Bertha 6/6,162010,5,6,
HELL,HELL 02/11,160200,1,11,
HELL,HELL 03/11,160905,7,11,
HELL,HELL 04/11,161093,4,11,
HELL,HELL 05/11,160926,2,11,
HELL,HELL 06/11,160933,2,11,
HELL,HELL 07/11,160958,2,11,
HELL,HELL 08/11,160977,2,11,
HELL,HELL 09/11,161003,2,11,
HELL,HELL 01/11,160193,6,11,
HELL,HELL 10/11,161000,4,11,
HELL,HELL 11/11,161008,4,11,
EGPCHELL,HELL 02/11,160200,1,11,
EGPCHELL,HELL 03/11,160905,7,11,
EGPCHELL,HELL 04/11,161093,4,11,
EGPCHELL,HELL 05/11,160926,2,11,
EGPCHELL,HELL 06/11,160933,2,11,
EGPCHELL,HELL 07/11,160958,2,11,
EGPCHELL,HELL 08/11,160977,2,11,
EGPCHELL,HELL 09/11,161003,2,11,
EGPCHELL,HELL 01/11,160193,6,11,
EGPCHELL,HELL 10/11,161000,4,11,
EGPCHELL,HELL 11/11,161008,4,11,
ExtraDry,Fra Cevello e Movimento: Extra Dry 1/7,602382,4,7,
ExtraDry,Fra Cevello e Movimento: Extra Dry 2/7,602409,3,7,
ExtraDry,Fra Cevello e Movimento: Extra Dry 4/7,602471,4,7,
ExtraDry,Fra Cevello e Movimento: Extra Dry 3/7,602436,3,7,
ExtraDry,Fra Cevello e Movimento: Extra Dry 5/7,602491,4,7,
ExtraDry,Fra Cevello e Movimento: Extra Dry 6/7,602519,2,7,
ExtraDry,Fra Cevello e Movimento: Extra Dry 7/7,602552,4,7,
DPN,Double Points: Nero 1/7,161114,3,7,
DPN,Double Points: Nero 2/7,161124,2,7,
DPN,Double Points: Nero 3/7,161157,2,7,
DPN,Double Points: Nero 4/7,161164,4,7,
DPN,Double Points: Nero 5/7,161180,4,7,
DPN,Double Points: Nero 6/7,161183,2,7,
DPN,Double Points: Nero 7/7,161216,3,7,
DoublePointsNero,Double Points: Nero 1/7,161114,3,7,
DoublePointsNero,Double Points: Nero 2/7,161124,2,7,
DoublePointsNero,Double Points: Nero 3/7,161157,2,7,
DoublePointsNero,Double Points: Nero 4/7,161164,4,7,
DoublePointsNero,Double Points: Nero 5/7,161180,4,7,
DoublePointsNero,Double Points: Nero 6/7,161183,2,7,
DoublePointsNero,Double Points: Nero 7/7,161216,3,7,
doubl,,,,0,
Yankeeweiland,Yankeeweiland (West-Knollendam) 01/05,135179,3,5,
Yankeeweiland,Yankeeweiland (West-Knollendam) 02/05,135195,4,5,
Yankeeweiland,Yankeeweiland (West-Knollendam) 03/05,135218,4,5,
Yankeeweiland,Yankeeweiland (West-Knollendam) 04/05,135225,3,5,
Yankeeweiland,Yankeeweiland (West-Knollendam) 05/05,135232,3,5,
Yankee Fields,Yankeeweiland (West-Knollendam) 01/05,135179,3,5,
Yankee Fields,Yankeeweiland (West-Knollendam) 02/05,135195,4,5,
Yankee Fields,Yankeeweiland (West-Knollendam) 03/05,135218,4,5,
Yankee Fields,Yankeeweiland (West-Knollendam) 04/05,135225,3,5,
Yankee Fields,Yankeeweiland (West-Knollendam) 05/05,135232,3,5,
Liefhebber,Liefhebber 01/10,607831,5,10,
Liefhebber,Liefhebber 02/10,607853,4,10,
Liefhebber,Liefhebber 03/10,607876,3,10,
Liefhebber,Liefhebber 04/10,607895,5,10,
Liefhebber,Liefhebber 05/10,607933,3,10,
Liefhebber,Liefhebber 06/10,607952,6,10,
Liefhebber,Liefhebber 07/10,608018,4,10,
Liefhebber,Liefhebber 08/10,607995,4,10,
Liefhebber,Liefhebber 09/10,608042,5,10,
Liefhebber,Liefhebber 10/10,608067,4,10,
liefhebb,,,,0,
Macbeth,MacBeth 01/33,180835,4,33,
Macbeth,MacBeth 02/33,180842,3,33,
Macbeth,MacBeth 03/33,180907,2,33,
Macbeth,MacBeth 04/33,180885,2,33,
Macbeth,MacBeth 05/33,180963,2,33,
Macbeth,MacBeth 06/33,180931,2,33,
Macbeth,MacBeth 07/33,180987,4,33,
Macbeth,MacBeth 08/33,181008,2,33,
Macbeth,MacBeth 09/33,181031,1,33,
Macbeth,MacBeth 10/33,181054,1,33,
Macbeth,MacBeth 12/33,181081,1,33,
Macbeth,MacBeth 11/33,181105,1,33,
Macbeth,MacBeth 14/33,181130,1,33,
Macbeth,MacBeth 23/33,181393,1,33,
Macbeth,MacBeth 21/33,181358,1,33,
Macbeth,MacBeth 22/33,181351,1,33,
Macbeth,MacBeth 19/33,181304,0,33,
Macbeth,MacBeth 20/33,181283,0,33,
Macbeth,MacBeth 18/33,181251,1,33,
Macbeth,MacBeth 17/33,181228,1,33,
Macbeth,MacBeth 15/33,181185,0,33,
Macbeth,MacBeth 16/33,181178,0,33,
Macbeth,MacBeth 13/33,181137,1,33,
Macbeth,MacBeth 33/33,181581,7,33,
Macbeth,MacBeth 32/33,181573,3,33,
Macbeth,MacBeth 31/33,181565,2,33,
Macbeth,MacBeth 30/33,181543,1,33,
Macbeth,MacBeth 29/33,181531,2,33,
Macbeth,MacBeth 28/33,181509,0,33,
Macbeth,MacBeth 27/33,181472,0,33,
Macbeth,MacBeth 26/33,181465,0,33,
Macbeth,MacBeth 24/33,181444,0,33,
Macbeth,MacBeth 25/33,181423,1,33,
TruusEnConnie,Varkens / Boeren: The making of Truus en Connie 01/12,180064,4,24,
TruusEnConnie,Varkens / Boeren: The making of Truus en Connie 02/12,180086,3,24,
TruusEnConnie,Varkens / Boeren: The making of Truus en Connie 03/12,180111,2,24,
TruusEnConnie,Varkens / Boeren: The making of Truus en Connie 04/12,180132,2,24,
TruusEnConnie,Varkens / Boeren: The making of Truus en Connie 05/12,180158,5,24,
TruusEnConnie,Varkens / Boeren: The making of Truus en Connie 06/12,180186,2,24,
TruusEnConnie,Varkens / Boeren: The making of Truus en Connie 07/12,180209,6,24,
TruusEnConnie,Varkens / Boeren: The making of Truus en Connie 08/12,180245,5,24,
TruusEnConnie,Varkens / Boeren: The making of Truus en Connie 09/12,180252,5,24,
TruusEnConnie,Varkens / Boeren: The making of Truus en Connie 10/12,180374,1,24,
TruusEnConnie,Varkens / Boeren: The making of Truus en Connie 11/12,180317,4,24,
TruusEnConnie,Varkens / Boeren: The making of Truus en Connie 12/12,180345,3,24,
TruusEnConnie,Truus en Connie (Varkens en Boeren) 01/12,180464,4,24,
TruusEnConnie,Truus en Connie (Varkens en Boeren) 02/12,180509,1,24,
TruusEnConnie,Truus en Connie (Varkens en Boeren) 03/12,180490,2,24,
TruusEnConnie,Truus en Connie (Varkens en Boeren) 04/12,180534,2,24,
TruusEnConnie,Truus en Connie (Varkens en Boeren) 06/12,180576,1,24,
TruusEnConnie,Truus en Connie (Varkens en Boeren) 07/12,180622,7,24,
TruusEnConnie,Truus en Connie (Varkens en Boeren) 08/12,180603,2,24,
TruusEnConnie,Truus en Connie (Varkens en Boeren) 09/12,180671,2,24,
TruusEnConnie,Truus en Connie (Varkens en Boeren) 10/12,180678,4,24,
TruusEnConnie,Truus en Connie (Varkens en Boeren) 11/12,180718,3,24,
TruusEnConnie,Truus en Connie (Varkens en Boeren) 12/12,180725,3,24,
TruusEnConnie,Truus en Connie (Varkens en Boeren) 05/12,180555,0,24,
DeWildeEend,De wilde eend 01/25,182280,7,25,
DeWildeEend,De wilde eend 02/25,609249,3,25,
DeWildeEend,De wilde eend 03/25,182309,4,25,
DeWildeEend,De wilde eend 04/25,182333,2,25,
DeWildeEend,De wilde eend 05/25,182354,3,25,
DeWildeEend,De wilde eend 06/25,182381,2,25,
DeWildeEend,De wilde eend 07/25,182432,2,25,
DeWildeEend,De wilde eend 08/25,182441,3,25,
DeWildeEend,De wilde eend 09/25,182460,1,25,
DeWildeEend,De wilde eend 10/25,182499,0,25,
DeWildeEend,De wilde eend 11/25,182508,2,25,
DeWildeEend,De wilde eend 12/25,182516,2,25,
DeWildeEend,De wilde eend 13/25,182520,0,25,
DeWildeEend,De wilde eend 14/25,182568,2,25,
DeWildeEend,De wilde eend 15/25,182572,0,25,
DeWildeEend,De wilde eend 16/25,182601,0,25,
DeWildeEend,De wilde eend 17/25,601421,1,25,
DeWildeEend,De wilde eend 18/25,601468,1,25,
DeWildeEend,De wilde eend 19/25,601460,3,25,
DeWildeEend,De wilde eend 20/25,601535,3,25,
DeWildeEend,De wilde eend 21/25,601514,0,25,
DeWildeEend,De wilde eend 22/25,601569,1,25,
DeWildeEend,De wilde eend 23/25,601852,2,25,
DeWildeEend,De wilde eend 24/25,601845,4,25,
DeWildeEend,De wilde eend 25/25,601891,4,25,
WildeEend,De wilde eend 01/25,182280,7,25,
WildeEend,De wilde eend 02/25,609249,3,25,
WildeEend,De wilde eend 03/25,182309,4,25,
WildeEend,De wilde eend 04/25,182333,2,25,
WildeEend,De wilde eend 05/25,182354,3,25,
WildeEend,De wilde eend 06/25,182381,2,25,
WildeEend,De wilde eend 07/25,182432,2,25,
WildeEend,De wilde eend 08/25,182441,3,25,
WildeEend,De wilde eend 09/25,182460,1,25,
WildeEend,De wilde eend 10/25,182499,0,25,
WildeEend,De wilde eend 11/25,182508,2,25,
WildeEend,De wilde eend 12/25,182516,2,25,
WildeEend,De wilde eend 13/25,182520,0,25,
WildeEend,De wilde eend 14/25,182568,2,25,
WildeEend,De wilde eend 15/25,182572,0,25,
WildeEend,De wilde eend 16/25,182601,0,25,
WildeEend,De wilde eend 17/25,601421,1,25,
WildeEend,De wilde eend 18/25,601468,1,25,
WildeEend,De wilde eend 19/25,601460,3,25,
WildeEend,De wilde eend 20/25,601535,3,25,
WildeEend,De wilde eend 21/25,601514,0,25,
WildeEend,De wilde eend 22/25,601569,1,25,
WildeEend,De wilde eend 23/25,601852,2,25,
WildeEend,De wilde eend 24/25,601845,4,25,
